,F1.1.tool,F1.1.rocrate,F1.2.tool,F1.2.rocrate,F2.1.tool,F2.1.rocrate,F3.1.tool,F3.1.rocrate,F4.1.tool,F4.1.rocrate,A1.1.tool,A1.1.rocrate,A1.2.tool,A1.2.rocrate,A1.3.tool,A1.3.rocrate,I1.1.tool,I1.1.rocrate,I1.2.tool,I1.2.rocrate,I3.1.tool,I3.1.rocrate,R1.1.tool,R1.1.rocrate,R1.1.1.tool,R1.1.1.rocrate,R1.2.1.tool,R1.2.1.rocrate,R1.3.1.tool,R1.3.1.rocrate,R1.3.2.tool,R1.3.2.rocrate,components,identifier,type,creation_mode,completness,number_of_resources,number_of_views,number_of_downloads
115,18,0,0,18,6,0,0,0,0,18,6,0,6,12,0,0,6,12,6,12,0,18,0,4,6,0,6,0,6,12,0,1,18,a25c47c7-f4dd-44d2-be2c-ab74b6a99070,Executable Research Object,MANUAL,68,17,5,7
116,10,0,0,10,6,0,0,0,0,10,6,0,6,4,0,0,6,4,6,4,0,10,0,3,6,0,6,0,6,4,0,1,10,bf3d5a76-1be0-4221-8ee0-b3cb40faf6f7,Software-centric Research Object,MANUAL,51,9,7,5
117,10,0,0,10,6,0,0,0,0,10,6,0,6,4,0,0,6,4,6,4,0,10,0,3,6,0,6,0,6,4,0,1,10,e97e6ada-276b-4406-b2ee-d3ec36e096c3,Software-centric Research Object,MANUAL,51,9,16,30
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18269477-c1b8-4aa8-9b0e-372c7bb6b65c,Executable Research Object,MANUAL,100,13,9,1
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911b0247-5b28-4993-894e-aff28828e643,Executable Research Object,MANUAL,84,11,3,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9f7d74b1-3bf4-4500-9526-560bd9a8c61a,Executable Research Object,MANUAL,84,17,3,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b0a8864e-415d-42e3-972f-bb66c6d6a4d9,Executable Research Object,MANUAL,84,13,9,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dcc9affd-a2dd-4ecf-885d-a882d7e1702f,Executable Research Object,MANUAL,84,18,3,0
123,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,a300b52e-f3e2-4d17-8d36-1251c4ade834,Executable Research Object,MANUAL,84,10,2,0
124,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,ac327c3a-5264-40a2-8c6e-1e8d7c4b37ef,Executable Research Object,MANUAL,84,10,29,12
125,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,1,6,e919cbc4-2b0c-466a-a92f-9d5db1179301,Basic Research Object,MANUAL,100,5,6,11
126,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,1,6,ed4e6aa2-9db8-452d-9301-ba1606361034,Basic Research Object,MANUAL,100,5,3,17
127,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,6bc62582-2f11-4983-a51c-0af32459eca6,Executable Research Object,MANUAL,91,10,10,12
128,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,94486a7f-e046-461f-bbb9-334ec7b57040,Executable Research Object,MANUAL,100,10,24,33
129,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,574facaf-90e1-488b-9e53-69a08ca03698,Executable Research Object,MANUAL,100,10,2,0
130,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,e05b90f7-5c22-4741-8b27-c43f5a5d70b4,Executable Research Object,MANUAL,84,1,5,5
131,11,0,0,11,5,0,0,0,0,11,5,0,5,6,0,0,5,6,5,6,0,11,0,4,5,0,5,0,5,6,0,1,11,9c3bfd43-7e4f-4073-8735-f280ad4ab419,Executable Research Object,MANUAL,100,10,8,6
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aae72e1c-6d73-4c25-a565-f855cfb434b6,Executable Research Object,MANUAL,100,11,2,0
133,11,0,0,11,4,0,0,0,0,11,4,0,4,7,0,0,4,7,4,7,0,11,0,3,4,0,4,0,4,7,0,0,11,cb869c7a-7a89-49dd-9038-b8a05a91dc6e,Executable Research Object,MANUAL,100,10,4,31
134,11,0,0,11,4,0,0,0,0,11,4,0,4,7,0,0,4,7,4,7,0,11,0,3,4,0,4,0,4,7,0,0,11,f55e746b-6a1e-4712-ac21-a3c99869783d,Executable Research Object,MANUAL,100,10,8,17
135,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,4fd0f1c2-d58f-4b20-9f12-503c31c607d9,Basic Research Object,MANUAL,68,2,4,3
136,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,6556cdf7-bcef-43d3-a3ce-3d45d14e4a24,Basic Research Object,MANUAL,68,2,10,6
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bdd655ed-5a71-45e9-a104-474d6f6015c6,Basic Research Object,MANUAL,43,0,1,3
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,055c3ed6-e42f-45a0-bb57-175ddd78ba7c,Basic Research Object,MANUAL,43,0,1,3
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79a98d65-f94b-4e86-ad2e-0ac27ead9f52,Basic Research Object,MANUAL,43,0,1,7
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,053c44c8-7b29-422d-b51c-178725f24520,Basic Research Object,MANUAL,43,0,2,5
141,50,0,0,50,1,0,0,0,0,50,1,0,1,49,0,0,1,49,1,49,0,50,0,0,1,0,1,0,1,49,0,0,50,5d1ab064-8f9e-46cd-ae57-63b21addadfb,Basic Research Object,MANUAL,51,49,4,3
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21f12e5b-6697-44f3-848c-d826113de9bc,Basic Research Object,MANUAL,43,0,5,4
143,74,0,0,74,26,0,0,0,0,74,26,0,26,48,0,0,26,48,26,48,0,74,0,25,26,0,26,0,26,48,0,0,74,ff74bf82-17ab-4500-92cf-5b98a0726d40,Basic Research Object,MANUAL,51,73,5,3
144,75,0,0,75,27,0,0,0,0,75,27,0,27,48,0,0,27,48,27,48,0,75,0,26,27,0,27,0,27,48,0,0,75,c1514980-2a7f-48b0-83fa-fb73bbb871db,Basic Research Object,MANUAL,51,74,3,6
145,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,bed925bb-5452-4fb1-9323-b3a67e03d028,Basic Research Object,MANUAL,51,1,2,8
146,73,0,0,73,25,0,0,0,0,73,25,0,25,48,0,0,25,48,25,48,0,73,0,24,25,0,25,0,25,48,0,0,73,0fad337b-a073-40e8-8c6c-67c76997f9e6,Basic Research Object,MANUAL,51,72,3,11
147,56,0,0,56,8,0,0,0,0,56,8,0,8,48,0,0,8,48,8,48,0,56,0,7,8,0,8,0,8,48,0,0,56,f84e5d8a-e247-4c9f-9ad1-3877b765a9df,Basic Research Object,MANUAL,51,55,3,6
148,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,60444fb5-f220-4e35-9339-b5c464200d5a,Data-centric Research Object,MANUAL,83,2,13,8
149,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,d49c35fe-c0cd-4103-9285-426f3776fdf9,Data-centric Research Object,MANUAL,61,1,7,11
150,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,6499d60b-ce48-45f9-8958-6b32175a63e2,Data-centric Research Object,MANUAL,59,2,4,8
151,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,33783cba-37d3-48c3-b8bd-57239435cff7,Data-centric Research Object,MANUAL,59,1,2,5
152,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,a2747015-ee62-440d-bcad-5d33a4597188,Data-centric Research Object,MANUAL,59,1,2,9
153,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,3f7df05b-ac98-4ff8-96fe-4b4572aaa7cd,Data-centric Research Object,MANUAL,61,1,5,7
154,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,0db29855-7f03-47c8-a297-74e503719aef,Data-centric Research Object,MANUAL,59,2,1,7
155,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,430638bd-ecf3-49f8-b255-f1b051c81f5d,Data-centric Research Object,MANUAL,66,2,4,6
156,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,707ef635-5f5a-448f-8ae4-1371fd367d77,Data-centric Research Object,MANUAL,66,2,2,10
157,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,187257c2-1a1f-4318-8954-8980a3cb79e7,Data-centric Research Object,MANUAL,66,2,2,10
158,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,aaf21559-19e1-4d68-9ad0-b2b76d135f9a,Data-centric Research Object,MANUAL,66,2,2,7
159,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,87951dba-d83e-4da8-803b-a2c7e566f6d3,Data-centric Research Object,MANUAL,66,2,2,5
160,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,1b1ded2e-09a4-40be-9b0a-e5be0b69ba35,Data-centric Research Object,MANUAL,66,2,2,9
161,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,7e22141b-ed50-4328-b208-b67012beb8a5,Data-centric Research Object,MANUAL,66,2,1,8
162,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,b4d251d4-cd71-48a8-a36e-64445a80149a,Data-centric Research Object,MANUAL,66,2,2,5
163,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,3267118d-3c51-454f-bbb4-701b61ab6cf2,Data-centric Research Object,MANUAL,66,2,1,7
164,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,dce106a3-135f-42cc-8d2b-0d56020adb6b,Data-centric Research Object,MANUAL,66,2,2,8
165,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,bb8ab578-46d7-4c83-a0a2-3d7a56e46ea0,Data-centric Research Object,MANUAL,66,2,2,5
166,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,71bbcd55-aa21-4a7b-8874-e1d85c1b333e,Data-centric Research Object,MANUAL,66,2,1,9
167,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,f100dfcb-c479-455c-981a-5753a62d1b26,Data-centric Research Object,MANUAL,66,2,3,10
168,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,9b9194de-8b3b-4a75-8629-99908d2f5dcb,Data-centric Research Object,MANUAL,66,2,2,7
169,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,3cd94000-b192-424d-ae11-30550ab01952,Data-centric Research Object,MANUAL,66,2,2,7
170,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,8798c41b-e60a-45be-b594-0607a5f9adb4,Data-centric Research Object,MANUAL,66,2,2,8
171,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,c7aad5e6-aa6e-413e-8a4c-0378c38205f2,Data-centric Research Object,MANUAL,66,2,2,8
172,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,0270da21-b59c-4d6f-97d9-549852514c32,Data-centric Research Object,MANUAL,66,2,2,9
173,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,38e6cb5b-3904-4a64-9a18-3923d35fa49d,Data-centric Research Object,MANUAL,66,2,2,9
174,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,0a16a50d-9221-466c-a373-e1336181fc5d,Data-centric Research Object,MANUAL,66,2,1,4
175,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,74f61c3d-3d75-4e19-9fa9-3118f50de9c7,Data-centric Research Object,MANUAL,66,2,2,8
176,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,169af616-7077-4684-9928-9a3cad745d5b,Data-centric Research Object,MANUAL,66,2,2,4
177,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,67128654-36f2-4a56-8007-06a0d7db95e7,Data-centric Research Object,MANUAL,66,2,1,5
178,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,e7c3fa1a-0f25-4531-809c-6c679ea57c87,Data-centric Research Object,MANUAL,59,2,1,7
179,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,50740c8f-9658-4b3a-9c74-1547369112e6,Data-centric Research Object,MANUAL,66,2,2,7
180,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,0fc3ef33-ea51-40db-b7ad-7f8cd796e271,Data-centric Research Object,MANUAL,66,2,1,4
181,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,fca55231-fcbc-41b5-8c3d-9c7700332a38,Data-centric Research Object,MANUAL,66,2,1,4
182,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,7f92fe95-a4ff-4c0d-95d2-f10ec8340007,Data-centric Research Object,MANUAL,66,2,2,9
183,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,d1660e53-b321-42b9-a422-f7223584dcf6,Data-centric Research Object,MANUAL,66,2,2,8
184,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,99f99a94-7a77-4cde-a314-b1c17b1a7ad0,Data-centric Research Object,MANUAL,66,2,1,5
185,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,1f8a6368-6eda-4ef7-b683-8bf5cb2fd6fa,Data-centric Research Object,MANUAL,66,2,1,8
186,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,73362463-b9a1-4c22-8ff8-d42095473741,Data-centric Research Object,MANUAL,66,2,1,8
187,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,0a07097a-1206-42aa-bdfa-b15c57d63b2d,Data-centric Research Object,MANUAL,66,2,2,6
188,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,f09b54b4-ced0-4411-99f9-c1c96bc18da1,Data-centric Research Object,MANUAL,66,2,2,8
189,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,17cd620d-4524-4ec4-abfc-d9db9b487d67,Data-centric Research Object,MANUAL,66,2,2,7
190,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,82732531-08b7-40d7-92e6-6eb66850d1b7,Data-centric Research Object,MANUAL,66,2,2,4
191,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,c74d4261-d9a1-47c8-a209-a85519388867,Data-centric Research Object,MANUAL,66,2,4,6
192,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,043e4e89-98ba-486e-bc90-5dca6b39bf94,Data-centric Research Object,MANUAL,61,2,1,9
193,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,6ff04f3e-dac6-426d-bee7-5ecb7b249f8d,Data-centric Research Object,MANUAL,59,2,2,9
194,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,a5072d33-d20f-480b-a78f-55b379652d7b,Data-centric Research Object,MANUAL,66,2,1,9
195,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,4db36168-3108-4199-996d-251a1eb3626e,Data-centric Research Object,MANUAL,66,2,1,4
196,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,1f7dc594-60db-4d55-948a-37e3be158f53,Data-centric Research Object,MANUAL,66,2,1,4
197,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,06dcc09b-35f7-473b-b5d1-de98a02d5430,Data-centric Research Object,MANUAL,66,2,1,9
198,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,95827a69-6eb9-4a12-ac8a-6ccf1864b2ae,Data-centric Research Object,MANUAL,66,2,2,8
199,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,684807ff-a202-417d-bd10-6d8f86187749,Data-centric Research Object,MANUAL,66,2,2,8
200,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,7ec76b09-53be-462c-b205-7af9dd87a109,Data-centric Research Object,MANUAL,66,1,1,11
201,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,2a145e5a-ab6e-4c1e-95a6-409c1c768989,Data-centric Research Object,MANUAL,66,2,1,8
202,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,c716ac2e-2460-4feb-a9b0-90694f5191dd,Data-centric Research Object,MANUAL,61,1,2,7
203,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,23d946a7-c830-47d2-a905-639b97f7a719,Data-centric Research Object,MANUAL,61,2,1,4
204,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,7a8eb856-7ef3-43ae-ad14-f2390f5e56bc,Data-centric Research Object,MANUAL,59,2,2,9
205,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,03f44849-4249-4b59-b450-7c1741edeeac,Data-centric Research Object,MANUAL,61,2,2,8
206,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,829d31e8-eeba-4f99-80da-92a7527eece7,Data-centric Research Object,MANUAL,66,1,2,8
207,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,3233387d-1cf1-4900-989e-c75456d0605d,Data-centric Research Object,MANUAL,59,2,1,5
208,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,1a174a90-3188-441b-9b71-68baf229cc6f,Data-centric Research Object,MANUAL,61,2,2,8
209,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,6deaff19-3d98-4193-9f2b-517bf78b6f95,Data-centric Research Object,MANUAL,59,1,2,10
210,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,1b1adfc1-0494-41d3-92b2-877930cf3fc2,Data-centric Research Object,MANUAL,66,2,1,8
211,4,0,0,4,1,0,0,0,0,4,1,0,1,3,0,0,1,3,1,3,0,4,0,0,1,0,1,0,1,3,0,0,4,cf569a33-5cee-4018-9049-66842b6350c3,Data-centric Research Object,MANUAL,61,3,2,4
212,4,0,0,4,1,0,0,0,0,4,1,0,1,3,0,0,1,3,1,3,0,4,0,0,1,0,1,0,1,3,0,0,4,82d4fb90-3e1b-4ac5-a202-c7c952b9896a,Data-centric Research Object,MANUAL,59,3,1,5
213,4,0,0,4,1,0,0,0,0,4,1,0,1,3,0,0,1,3,1,3,0,4,0,0,1,0,1,0,1,3,0,0,4,ff26ae9a-fb3e-482b-bdb7-172484be7b0a,Data-centric Research Object,MANUAL,61,3,2,10
214,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,1992df3d-c500-4a3c-820e-08a1cdf6f9f1,Data-centric Research Object,MANUAL,61,1,1,10
215,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,60a2a233-e609-46dd-adeb-dd5ba7c790e6,Data-centric Research Object,MANUAL,69,1,2,5
216,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,42774aa5-6265-4c9b-8150-56dd91d87cff,Data-centric Research Object,MANUAL,59,2,2,4
217,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,85c4b3dd-9cd1-461f-a849-5e1fe3869fa5,Data-centric Research Object,MANUAL,59,2,2,9
218,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,41165282-969d-4131-b009-e43f6170a520,Data-centric Research Object,MANUAL,59,2,2,8
219,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,2bcdebae-c7e8-4e97-9e38-8555365a3218,Data-centric Research Object,MANUAL,59,2,2,8
220,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,d08c62d9-08fa-450f-aba7-d9696bdf32f2,Data-centric Research Object,MANUAL,59,2,2,4
221,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,14d805c0-2ebf-4651-b56b-1b6a161ed9d6,Data-centric Research Object,MANUAL,59,2,2,5
222,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,038d9d1f-90d7-4049-ae5c-1a59ba48c155,Data-centric Research Object,MANUAL,59,1,1,7
223,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,de903b35-5125-45f9-8dfd-606870c05807,Data-centric Research Object,MANUAL,59,2,1,7
224,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,a85e0778-c8bc-41a2-a89d-093609318938,Data-centric Research Object,MANUAL,59,2,1,8
225,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,6fa95402-b834-46a0-8731-128589d2390c,Data-centric Research Object,MANUAL,61,2,2,4
226,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,02e73ad7-1f78-414e-988b-1346295dab36,Data-centric Research Object,MANUAL,59,2,2,8
227,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,5cde2aa0-9274-4a5d-8566-1d016ea4460d,Data-centric Research Object,MANUAL,59,1,2,8
228,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,d2bda237-f40a-4ab2-8e57-1e57ef873b14,Data-centric Research Object,MANUAL,59,2,2,6
229,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,ddbb6314-844d-4384-bbab-aa9505d1664a,Data-centric Research Object,MANUAL,59,1,1,4
